DATE_ID,DATE_DAY,DATE_WEEK,DATE_MONTH,DATE_QUARTER,DATE_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,DAY_OF_WEEK_ABBREVIATION,DAY_OF_WEEK_LETTER,WEEK_NUMBER,WEEK_NAME,WEEK_ABBREVIATION,WEEK_WITH_YEAR,WEEK_YEAR,WEEK_STARTED_ON,WEEK_ENDED_ON,MONTH_NUMBER,MONTH_NAME,MONTH_ABBREVIATION,MONTH_WITH_YEAR,MONTH_STARTED_ON,MONTH_ENDED_ON,QUARTER_NUMBER,DAY_OF_QUARTER,QUARTER_WITH_YEAR,QUARTER_NAME,QUARTER_ABBREVIATION,QUARTER_STARTED_ON,QUARTER_ENDED_ON,DAY_YEAR,DAY_OF_YEAR,YEAR_STARTED_ON,YEAR_ENDED_ON,IS_WEEKEND,IS_FEDERAL_HOLIDAY,IS_FLEETIO_HOLIDAY,HOLIDAY_NAME
2021-05-29,2021-05-29,2021-05-24,2021-05-01,2021-04-01,2021-01-01,29,6,Saturday,Sat,S,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,59,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,149,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-30,2021-05-30,2021-05-24,2021-05-01,2021-04-01,2021-01-01,30,7,Sunday,Sun,S,21,Week 21,W21,2021-21,2021,2021-05-24,2021-05-30,5,May,May,2021-05,2021-05-01,2021-05-31,2,60,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,150,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-05-31,2021-05-31,2021-05-31,2021-05-01,2021-04-01,2021-01-01,31,1,Monday,Mon,M,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,5,May,May,2021-05,2021-05-01,2021-05-31,2,61,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,151,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-01,2021-06-01,2021-05-31,2021-06-01,2021-04-01,2021-01-01,1,2,Tuesday,Tue,T,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,62,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,152,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-02,2021-06-02,2021-05-31,2021-06-01,2021-04-01,2021-01-01,2,3,Wednesday,Wed,W,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,63,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,153,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-03,2021-06-03,2021-05-31,2021-06-01,2021-04-01,2021-01-01,3,4,Thursday,Thur,R,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,64,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,154,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-04,2021-06-04,2021-05-31,2021-06-01,2021-04-01,2021-01-01,4,5,Friday,Fri,F,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,65,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,155,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-05,2021-06-05,2021-05-31,2021-06-01,2021-04-01,2021-01-01,5,6,Saturday,Sat,S,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,66,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,156,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-06,2021-06-06,2021-05-31,2021-06-01,2021-04-01,2021-01-01,6,7,Sunday,Sun,S,22,Week 22,W22,2021-22,2021,2021-05-31,2021-06-06,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,67,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,157,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-07,2021-06-07,2021-06-07,2021-06-01,2021-04-01,2021-01-01,7,1,Monday,Mon,M,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,68,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,158,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-08,2021-06-08,2021-06-07,2021-06-01,2021-04-01,2021-01-01,8,2,Tuesday,Tue,T,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,69,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,159,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-09,2021-06-09,2021-06-07,2021-06-01,2021-04-01,2021-01-01,9,3,Wednesday,Wed,W,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,70,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,160,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-10,2021-06-10,2021-06-07,2021-06-01,2021-04-01,2021-01-01,10,4,Thursday,Thur,R,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,71,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,161,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-11,2021-06-11,2021-06-07,2021-06-01,2021-04-01,2021-01-01,11,5,Friday,Fri,F,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,72,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,162,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-12,2021-06-12,2021-06-07,2021-06-01,2021-04-01,2021-01-01,12,6,Saturday,Sat,S,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,73,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,163,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-13,2021-06-13,2021-06-07,2021-06-01,2021-04-01,2021-01-01,13,7,Sunday,Sun,S,23,Week 23,W23,2021-23,2021,2021-06-07,2021-06-13,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,74,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,164,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-14,2021-06-14,2021-06-14,2021-06-01,2021-04-01,2021-01-01,14,1,Monday,Mon,M,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,75,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,165,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-15,2021-06-15,2021-06-14,2021-06-01,2021-04-01,2021-01-01,15,2,Tuesday,Tue,T,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,76,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,166,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-16,2021-06-16,2021-06-14,2021-06-01,2021-04-01,2021-01-01,16,3,Wednesday,Wed,W,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,77,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,167,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-17,2021-06-17,2021-06-14,2021-06-01,2021-04-01,2021-01-01,17,4,Thursday,Thur,R,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,78,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,168,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-18,2021-06-18,2021-06-14,2021-06-01,2021-04-01,2021-01-01,18,5,Friday,Fri,F,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,79,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,169,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-19,2021-06-19,2021-06-14,2021-06-01,2021-04-01,2021-01-01,19,6,Saturday,Sat,S,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,80,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,170,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-20,2021-06-20,2021-06-14,2021-06-01,2021-04-01,2021-01-01,20,7,Sunday,Sun,S,24,Week 24,W24,2021-24,2021,2021-06-14,2021-06-20,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,81,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,171,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-21,2021-06-21,2021-06-21,2021-06-01,2021-04-01,2021-01-01,21,1,Monday,Mon,M,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,82,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,172,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-22,2021-06-22,2021-06-21,2021-06-01,2021-04-01,2021-01-01,22,2,Tuesday,Tue,T,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,83,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,173,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-23,2021-06-23,2021-06-21,2021-06-01,2021-04-01,2021-01-01,23,3,Wednesday,Wed,W,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,84,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,174,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-24,2021-06-24,2021-06-21,2021-06-01,2021-04-01,2021-01-01,24,4,Thursday,Thur,R,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,85,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,175,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-25,2021-06-25,2021-06-21,2021-06-01,2021-04-01,2021-01-01,25,5,Friday,Fri,F,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,86,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,176,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-26,2021-06-26,2021-06-21,2021-06-01,2021-04-01,2021-01-01,26,6,Saturday,Sat,S,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,87,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,177,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-27,2021-06-27,2021-06-21,2021-06-01,2021-04-01,2021-01-01,27,7,Sunday,Sun,S,25,Week 25,W25,2021-25,2021,2021-06-21,2021-06-27,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,88,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,178,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-06-28,2021-06-28,2021-06-28,2021-06-01,2021-04-01,2021-01-01,28,1,Monday,Mon,M,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,89,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,179,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-29,2021-06-29,2021-06-28,2021-06-01,2021-04-01,2021-01-01,29,2,Tuesday,Tue,T,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,90,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,180,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-06-30,2021-06-30,2021-06-28,2021-06-01,2021-04-01,2021-01-01,30,3,Wednesday,Wed,W,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,6,June,Jun,2021-06,2021-06-01,2021-06-30,2,91,2021-2,Quarter 2,Q2,2021-04-01,2021-06-30,2021,181,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-01,2021-07-01,2021-06-28,2021-07-01,2021-07-01,2021-01-01,1,4,Thursday,Thur,R,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,1,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,182,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-02,2021-07-02,2021-06-28,2021-07-01,2021-07-01,2021-01-01,2,5,Friday,Fri,F,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,2,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,183,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-03,2021-07-03,2021-06-28,2021-07-01,2021-07-01,2021-01-01,3,6,Saturday,Sat,S,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,3,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,184,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-04,2021-07-04,2021-06-28,2021-07-01,2021-07-01,2021-01-01,4,7,Sunday,Sun,S,26,Week 26,W26,2021-26,2021,2021-06-28,2021-07-04,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,4,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,185,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-05,2021-07-05,2021-07-05,2021-07-01,2021-07-01,2021-01-01,5,1,Monday,Mon,M,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,5,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,186,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-06,2021-07-06,2021-07-05,2021-07-01,2021-07-01,2021-01-01,6,2,Tuesday,Tue,T,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,6,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,187,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-07,2021-07-07,2021-07-05,2021-07-01,2021-07-01,2021-01-01,7,3,Wednesday,Wed,W,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,7,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,188,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-08,2021-07-08,2021-07-05,2021-07-01,2021-07-01,2021-01-01,8,4,Thursday,Thur,R,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,8,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,189,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-09,2021-07-09,2021-07-05,2021-07-01,2021-07-01,2021-01-01,9,5,Friday,Fri,F,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,9,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,190,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-10,2021-07-10,2021-07-05,2021-07-01,2021-07-01,2021-01-01,10,6,Saturday,Sat,S,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,10,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,191,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-11,2021-07-11,2021-07-05,2021-07-01,2021-07-01,2021-01-01,11,7,Sunday,Sun,S,27,Week 27,W27,2021-27,2021,2021-07-05,2021-07-11,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,11,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,192,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-12,2021-07-12,2021-07-12,2021-07-01,2021-07-01,2021-01-01,12,1,Monday,Mon,M,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,12,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,193,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-13,2021-07-13,2021-07-12,2021-07-01,2021-07-01,2021-01-01,13,2,Tuesday,Tue,T,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,13,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,194,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-14,2021-07-14,2021-07-12,2021-07-01,2021-07-01,2021-01-01,14,3,Wednesday,Wed,W,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,14,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,195,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-15,2021-07-15,2021-07-12,2021-07-01,2021-07-01,2021-01-01,15,4,Thursday,Thur,R,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,15,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,196,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-16,2021-07-16,2021-07-12,2021-07-01,2021-07-01,2021-01-01,16,5,Friday,Fri,F,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,16,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,197,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-17,2021-07-17,2021-07-12,2021-07-01,2021-07-01,2021-01-01,17,6,Saturday,Sat,S,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,17,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,198,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-18,2021-07-18,2021-07-12,2021-07-01,2021-07-01,2021-01-01,18,7,Sunday,Sun,S,28,Week 28,W28,2021-28,2021,2021-07-12,2021-07-18,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,18,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,199,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-19,2021-07-19,2021-07-19,2021-07-01,2021-07-01,2021-01-01,19,1,Monday,Mon,M,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,19,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,200,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-20,2021-07-20,2021-07-19,2021-07-01,2021-07-01,2021-01-01,20,2,Tuesday,Tue,T,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,20,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,201,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-21,2021-07-21,2021-07-19,2021-07-01,2021-07-01,2021-01-01,21,3,Wednesday,Wed,W,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,21,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,202,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-22,2021-07-22,2021-07-19,2021-07-01,2021-07-01,2021-01-01,22,4,Thursday,Thur,R,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,22,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,203,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-23,2021-07-23,2021-07-19,2021-07-01,2021-07-01,2021-01-01,23,5,Friday,Fri,F,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,23,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,204,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-24,2021-07-24,2021-07-19,2021-07-01,2021-07-01,2021-01-01,24,6,Saturday,Sat,S,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,24,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,205,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-25,2021-07-25,2021-07-19,2021-07-01,2021-07-01,2021-01-01,25,7,Sunday,Sun,S,29,Week 29,W29,2021-29,2021,2021-07-19,2021-07-25,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,25,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,206,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-07-26,2021-07-26,2021-07-26,2021-07-01,2021-07-01,2021-01-01,26,1,Monday,Mon,M,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,26,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,207,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-27,2021-07-27,2021-07-26,2021-07-01,2021-07-01,2021-01-01,27,2,Tuesday,Tue,T,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,27,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,208,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-28,2021-07-28,2021-07-26,2021-07-01,2021-07-01,2021-01-01,28,3,Wednesday,Wed,W,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,28,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,209,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-29,2021-07-29,2021-07-26,2021-07-01,2021-07-01,2021-01-01,29,4,Thursday,Thur,R,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,29,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,210,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-30,2021-07-30,2021-07-26,2021-07-01,2021-07-01,2021-01-01,30,5,Friday,Fri,F,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,30,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,211,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-07-31,2021-07-31,2021-07-26,2021-07-01,2021-07-01,2021-01-01,31,6,Saturday,Sat,S,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,7,July,Jul,2021-07,2021-07-01,2021-07-31,3,31,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,212,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-08-01,2021-08-01,2021-07-26,2021-08-01,2021-07-01,2021-01-01,1,7,Sunday,Sun,S,30,Week 30,W30,2021-30,2021,2021-07-26,2021-08-01,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,32,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,213,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-08-02,2021-08-02,2021-08-02,2021-08-01,2021-07-01,2021-01-01,2,1,Monday,Mon,M,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,33,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,214,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-08-03,2021-08-03,2021-08-02,2021-08-01,2021-07-01,2021-01-01,3,2,Tuesday,Tue,T,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,34,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,215,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-08-04,2021-08-04,2021-08-02,2021-08-01,2021-07-01,2021-01-01,4,3,Wednesday,Wed,W,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,35,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,216,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-08-05,2021-08-05,2021-08-02,2021-08-01,2021-07-01,2021-01-01,5,4,Thursday,Thur,R,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,36,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,217,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-08-06,2021-08-06,2021-08-02,2021-08-01,2021-07-01,2021-01-01,6,5,Friday,Fri,F,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,37,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,218,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
2021-08-07,2021-08-07,2021-08-02,2021-08-01,2021-07-01,2021-01-01,7,6,Saturday,Sat,S,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,38,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,219,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-08-08,2021-08-08,2021-08-02,2021-08-01,2021-07-01,2021-01-01,8,7,Sunday,Sun,S,31,Week 31,W31,2021-31,2021,2021-08-02,2021-08-08,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,39,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,220,2021-01-01,2021-12-31,TRUE,FALSE,FALSE,
2021-08-09,2021-08-09,2021-08-09,2021-08-01,2021-07-01,2021-01-01,9,1,Monday,Mon,M,32,Week 32,W32,2021-32,2021,2021-08-09,2021-08-15,8,August,Aug,2021-08,2021-08-01,2021-08-31,3,40,2021-3,Quarter 3,Q3,2021-07-01,2021-09-30,2021,221,2021-01-01,2021-12-31,FALSE,FALSE,FALSE,
